id,name,description,tags,created_date,references,source,author,risk_score,similarity_score,keyword_score,novelty_score,most_similar_cisa_idx,matched_keywords,num_keywords_matched,cluster,risk_score_new,risk_score_old,is_critical
68d1c1ecdb0b4acf0cc29af1,Nimbus Manticore Deploys New Malware Targeting Europe,"The Iranian threat actor Nimbus Manticore has expanded its operations, targeting defense, telecommunications, and aviation sectors in Western Europe. The group uses sophisticated spear-phishing techniques, impersonating HR recruiters to lure victims to fake career portals. Their toolset includes the MiniJunk backdoor and MiniBrowse stealer, which have evolved to employ advanced evasion techniques like multi-stage DLL sideloading, heavy obfuscation, and code signing. The malware infrastructure leverages Azure App Services for resilient command and control. Nimbus Manticore's recent activities demonstrate increased focus on stealth, operational security, and expanding their targeting to align with Iranian strategic priorities.","apt, telecommunications, spear-phishing, dll sideloading, obfuscation",2025-09-22T21:38:52.052000,https://research.checkpoint.com/2025/nimbus-manticore-deploys-new-malware-targeting-europe/,AlienVault OTX,Unknown,0.645496845985257,0.6109936919705141,0.6,1.0,0,"backdoor, phishing, command and control, obfuscation",4,5,0.645496845985257,0.7396279183502696,True
68948bbcf88498b35a1a958e,From Bing Search to Ransomware: Bumblebee and AdaptixC2 Deliver Akira,"A sophisticated cyber attack campaign leveraged SEO poisoning to compromise organizations through trojanized IT management tool installers. The attack began when users searching for ManageEngine OpManager were directed to a malicious website, downloading a compromised MSI file that installed Bumblebee malware. The threat actors then deployed AdaptixC2 beacons, performed internal reconnaissance, created privileged accounts, and installed RustDesk for persistence. They exfiltrated data via SFTP and ultimately deployed Akira ransomware across the network. The campaign affected multiple organizations, with time to ransomware ranging from 9 to 44 hours after initial access. The attackers used various tools and techniques for lateral movement, credential theft, and defense evasion.","rustdesk, data exfiltration, ransomware, credential theft, seo poisoning, lateral movement, akira, bumblebee, it management tools, adaptixc2",2025-08-07T11:19:24.522000,https://thedfirreport.com/2025/08/05/from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira,AlienVault OTX,Unknown,0.6325400828677715,0.585080165735543,0.6,1.0,0,"ransomware, lateral movement, c2, defense evasion",4,9,0.6325400828677715,0.7310764546927293,True
687a0d5dc93942c183eddbf5,From a Teams Call to a Ransomware Threat: Matanbuchus 3.0 MaaS Levels Up,"Matanbuchus 3.0, a malware loader available as Malware-as-a-Service, has evolved with significant updates. It now employs sophisticated techniques including improved communication protocols, in-memory stealth capabilities, enhanced obfuscation, and support for WQL queries, CMD, and PowerShell reverse shells. The loader collects detailed system data, including information on EDR security controls, to tailor subsequent attacks. It can execute various commands through regsvr32, rundll32, msiexec, or process hollowing. The malware establishes persistence through scheduled tasks and registry modifications. Recent campaigns have targeted victims through external Microsoft Teams calls impersonating IT helpdesks, leading to potential ransomware compromises.","matanbuchus, maas, ransomware, microsoft teams",2025-07-18T09:01:17.436000,https://www.morphisec.com/blog/ransomware-threat-matanbuchus-3-0-maas-levels-up,AlienVault OTX,Unknown,0.6281050336041007,0.5762100672082016,0.6,1.0,4,"ransomware, scheduled task, obfuscation, process hollowing",4,5,0.6281050336041007,0.7281493221787065,True
689a04b1cf818643f79c1bd3,Update WinRAR tools now: RomCom and others exploiting zero-day vulnerability,"A zero-day vulnerability in WinRAR, CVE-2025-8088, has been discovered being exploited in the wild by the Russia-aligned group RomCom. The vulnerability allows attackers to hide malicious files in archives, which are silently deployed when extracted. The exploit was used in spearphishing campaigns targeting financial, manufacturing, defense, and logistics companies in Europe and Canada. Three execution chains were identified, delivering various backdoors including a SnipBot variant, RustyClaw, and Mythic agent. This marks the third time RomCom has exploited a significant zero-day vulnerability, highlighting their focus on acquiring and using exploits for targeted attacks. Users are advised to update WinRAR immediately to mitigate the risk.","rustyclaw, winrar, vulnerability, mythic, zero-day, spearphishing, russia-aligned, cve-2025-8088, backdoor, exploit, snipbot",2025-08-11T14:56:49.275000,https://www.welivesecurity.com/en/eset-research/update-winrar-tools-now-romcom-and-others-exploiting-zero-day-vulnerability,AlienVault OTX,Unknown,0.620258793536325,0.56051758707265,0.6,1.0,0,"zero-day, backdoor, phishing, spearphishing",4,7,0.620258793536325,0.7229708037339746,True
696a3dc15e8d8c495dbd889b,Targets critical infrastructure sectors in North America,"UAT-8837, assessed as a China-nexus advanced persistent threat actor, has been targeting critical infrastructure sectors in North America since 2025. The group exploits vulnerabilities, including zero-days, to gain initial access and deploys open-source tools for reconnaissance, credential harvesting, and lateral movement. Their toolkit includes GoTokenTheft, Earthworm, DWAgent, SharpHound, Impacket, GoExec, Rubeus, and Certipy. UAT-8837 conducts extensive domain and Active Directory reconnaissance, creates backdoor accounts, and exfiltrates sensitive data. The actor's focus on obtaining initial access to high-value organizations and their use of sophisticated tools and techniques indicate a significant threat to critical infrastructure sectors.","china-nexus, lateral movement, critical infrastructure, impacket, gotokentheft, goexec, credential harvesting, sharphound, rubeus, zero-day, active directory, cve-2025-53690, apt, certipy, earthworm, dwagent",2026-01-16T13:31:45.589000,https://blog.talosintelligence.com/uat-8837/,AlienVault OTX,Unknown,0.6174509747557971,0.5549019495115944,0.6,1.0,0,"zero-day, rce, lateral movement, backdoor",4,8,0.6174509747557971,0.7211176433388262,True
687ec30ead4d6a2798563303,SharePoint Vulnerabilities (CVE-2025-53770 & CVE-2025-53771): Everything You Need to Know,"Two critical zero-day vulnerabilities, CVE-2025-53770 and CVE-2025-53771, are actively exploited in on-premises Microsoft SharePoint servers. These flaws enable unauthenticated remote code execution through an exploit chain dubbed ToolShell. CVE-2025-53770 is a critical RCE vulnerability caused by unsafe deserialization, while CVE-2025-53771 is a spoofing vulnerability allowing authentication bypass. The vulnerabilities affect SharePoint Server Subscription Edition, SharePoint Server 2019, and SharePoint Server 2016. Cloud-hosted self-managed SharePoint instances are also at risk. Exploitation has been observed since July 18, 2025, with attacks targeting sensitive data extraction and persistent remote access. Microsoft has released emergency patches, and organizations are urged to update immediately or implement workarounds if patching is not possible.","zero-day, sharepoint, cve-2025-53770, toolshell, rce, authentication bypass, patch, on-premises, spoofing, deserialization, cve-2025-53771",2025-07-21T22:45:34.080000,https://www.wiz.io/blog/sharepoint-vulnerabilities-cve-2025-53770-cve-2025-53771-everything-you-need-to-k,AlienVault OTX,Unknown,0.6169822861831282,0.6739645723662565,0.4499999999999999,1.0,8,"zero-day, remote code execution, rce",3,7,0.6169822861831282,0.7109083088808648,True
692efb6b9069e8bb95df4011,Snakes by the riverbank,"ESET researchers have identified new MuddyWater activity targeting organizations in Israel and Egypt. The Iran-aligned cyberespionage group deployed custom tools to improve defense evasion and persistence, including a Fooder loader to execute the MuddyViper backdoor. The campaign demonstrates a more focused and refined approach, with the group adopting advanced techniques like CNG cryptography and reflective loading. MuddyWater's toolset includes browser data stealers, credential stealers, and reverse tunneling tools. The group primarily targeted critical infrastructure sectors through spearphishing emails containing links to remote monitoring and management software. This campaign indicates an evolution in MuddyWater's operational maturity, showcasing enhanced stealth and credential harvesting capabilities.","israel, defense evasion, backdoor, custom malware, spearphishing, blub, lp-notes, cyberespionage, critical infrastructure, go-socks5, iran, muddyviper, ce-notes, fooder, egypt",2025-12-02T14:44:59.788000,https://www.welivesecurity.com/en/eset-research/muddywater-snakes-riverbank,AlienVault OTX,Unknown,0.6167190763448052,0.5534381526896104,0.6,1.0,0,"backdoor, phishing, spearphishing, defense evasion",4,8,0.6167190763448052,0.7206345903875715,True
6879f91ca3f7a11b698fd127,Ongoing SonicWall Secure Mobile Access (SMA) Exploitation Campaign using the OVERSTEP Backdoor,"A financially-motivated threat actor, UNC6148, is targeting fully patched end-of-life SonicWall SMA 100 series appliances. They are using stolen credentials and OTP seeds from previous intrusions to regain access. The actor has deployed a new persistent backdoor/user-mode rootkit called OVERSTEP, which modifies the appliance's boot process, steals credentials, and conceals itself. UNC6148 may be using an unknown zero-day vulnerability for deployment. The campaign, ongoing since October 2024, aims at data theft, extortion, and possibly ransomware deployment. OVERSTEP's functionality includes establishing reverse shells, exfiltrating passwords, and implementing usermode rootkit capabilities. Organizations are advised to rotate all credentials and follow provided recommendations to mitigate the threat.","data exfiltration, credential theft, overstep, cve-2021-20038, sonicwall, rootkit, backdoor, cve-2024-38475, vpn, cve-2021-20039, cve-2021-20035, cve-2025-32819, sma",2025-07-18T07:34:52.185000,https://cloud.google.com/blog/topics/threat-intelligence/sonicwall-secure-mobile-access-exploitation-overstep-backdoor,AlienVault OTX,Unknown,0.6146935396938518,0.5493870793877036,0.6,1.0,7,"ransomware, zero-day, backdoor, rootkit",4,7,0.6146935396938518,0.7192977361979422,True
68b56db7e618d6d64f462bf6,Traps Beneath Fault Repair: Analysis of Recent Attacks Using ClickFix Technique,"Lazarus, an APT group with suspected East Asian origins, has recently employed the ClickFix social engineering technique in their phishing attacks. The group, known for targeting financial institutions and cryptocurrency exchanges, now uses fake job opportunities to lure victims to interview websites. These sites prompt users to 'fix' non-existent camera issues, tricking them into downloading malware disguised as Nvidia software updates. The malware deploys a Node.js environment and executes BeaverTail, a common Lazarus tool. On Windows 11 systems, an additional backdoor (drvUpdate.exe) is installed. The attack also affects macOS users. The malware establishes persistence and connects to command and control servers for further instructions and data exfiltration.","clickfix, node.js, beavertail, invisibleferret, macos, apt-q-1, social engineering, windows, phishing",2025-09-01T09:56:07.266000,https://mp.weixin.qq.com/s?__biz=MzI2MDc2MDA4OA==&mid=2247515797&idx=1&sn=63eb2627f65397d704d187273c6cdce4&chksm=ea6649e2dd11c0f497ca57cf52676a9a764f28e587017e14fc850034ca8518c9f4ef46219824,AlienVault OTX,Unknown,0.6114021522809016,0.5428043045618032,0.6,1.0,7,"backdoor, phishing, command and control, data exfiltration",4,9,0.6114021522809016,0.7171254205053952,True
689b1b3eccb7ac11fb95c4d1,ToolShell: An all-you-can-eat buffet for threat actors,"A set of zero-day vulnerabilities in SharePoint Server, dubbed ToolShell, has been exploited in the wild since July 17, 2025. The vulnerabilities, CVE-2025-53770 and CVE-2025-53771, allow remote code execution and server spoofing, affecting on-premises SharePoint servers. Attackers have been chaining these with previously patched vulnerabilities to bypass authentication and deploy webshells. The attacks have been observed globally, with the US being the most targeted country. Various threat actors, including China-aligned APT groups, have been exploiting ToolShell. A backdoor associated with LuckyMouse was detected on a compromised machine in Vietnam. The ongoing attacks are expected to continue, targeting high-value government organizations and other vulnerable systems.","msil/webshell.js, cve-2025-49704, sharepoint, vulnerability, exploitation, cve-2025-49706, webshell, china-aligned, cve-2025-53771, backdoor, apt, toolshell, cve-2025-53770, zero-day",2025-08-12T10:45:18.186000,,AlienVault OTX,Unknown,0.6105550421877489,0.6611100843754979,0.4499999999999999,1.0,3,"zero-day, remote code execution, backdoor",3,7,0.6105550421877489,0.7066663278439143,True
689b565c2e425682d6ad72ef,A New Threat Actor Targeting Geopolitical Hotbeds,"Bitdefender Labs has uncovered a new threat actor group named Curly COMrades, operating since mid-2024 to support Russian interests. The group targets critical organizations in countries experiencing geopolitical shifts, focusing on judicial and government bodies in Georgia and an energy distribution company in Moldova. Their primary objective is to maintain long-term network access and steal credentials. The attackers use proxy tools like Resocks, SSH, and Stunnel to establish multiple entry points, and deploy a new backdoor called MucorAgent. They also utilize compromised legitimate websites as traffic relays to complicate detection. The group's tactics include credential theft, lateral movement, and data exfiltration, employing both custom and open-source tools.","georgia, clsid hijacking, moldova, mucoragent, backdoor, resocks, proxy tools, lateral movement, credential theft, russia, geopolitical",2025-08-12T14:57:32.803000,https://businessinsights.bitdefender.com/curly-comrades-new-threat-actor-targeting-geopolitical-hotbeds,AlienVault OTX,Unknown,0.6089419455910857,0.5378838911821715,0.6,1.0,7,"rce, lateral movement, backdoor, data exfiltration",4,4,0.6089419455910857,0.7155016840901167,True
693857c7124842e89ec8bfed,Makop ransomware: GuLoader and privilege escalation in attacks against Indian businesses,"Makop, a ransomware strain derived from Phobos, is targeting Indian businesses through exposed RDP systems. The attackers employ a diverse toolkit including network scanners, privilege escalation exploits, and AV killers. They have integrated GuLoader, a downloader trojan, to deliver secondary payloads and bypass security measures. The attack chain typically involves RDP exploitation, followed by network scanning, lateral movement, and privilege escalation before encryption. The majority of attacks (55%) target organizations in India. Makop operators use off-the-shelf tools and multiple local privilege escalation vulnerabilities to maximize their impact. The inclusion of a tailored Quick Heal AV uninstaller indicates adaptation to specific regional targets.","cve-2016-0099, cve-2017-0213, cve-2022-24521, cve-2020-0796, ransomware, makop, cve-2020-1066, cve-2018-8639, lazagne, cve-2025-7771, cve-2021-41379, cve-2020-0787, network scanning, cve-2019-1388, rdp exploitation, guloader, credential dumping, privilege escalation",2025-12-09T17:09:27.861000,https://www.acronis.com/en/tru/posts/makop-ransomware-guloader-and-privilege-escalation-in-attacks-against-indian-businesses,AlienVault OTX,Unknown,0.6038489437700278,0.6476978875400558,0.4499999999999999,1.0,4,"ransomware, privilege escalation, lateral movement",3,3,0.6038489437700278,0.7022403028882185,True
68fa481ef76460d342e4d0c5,"Warlock Ransomware: Old Actor, New Tricks?","The Warlock ransomware, first appearing in June 2025, is linked to a China-based actor with a history dating back to 2019. It gained prominence by exploiting the ToolShell vulnerability in Microsoft SharePoint. The group, known as Storm-2603, uses multiple ransomware payloads and a custom C&C framework called ak47c2. Warlock is likely a rebrand of the older Anylock ransomware and may have connections to the retired Black Basta operation. The actors behind Warlock have been involved in diverse activities, including espionage and cybercrime, suggesting they may be contractors. Their toolset includes defense evasion tools and the use of stolen digital certificates, linking them to earlier attacks by groups like CamoFei and ChamelGang.","lockbit, warlock, ransomware, anylock, espionage",2025-10-23T15:22:06.889000,https://www.security.com/threat-intelligence/warlock-ransomware-origins,AlienVault OTX,Unknown,0.6010407591929884,0.5220815183859768,0.6,1.0,4,"ransomware, c2, c&c, defense evasion",4,3,0.6010407591929884,0.7102869010673725,True
695ff3711e6444224d87f246,Reborn in Rust: MuddyWater Evolves Tooling with RustyWater Implant,"MuddyWater APT group has launched a spearphishing campaign targeting various sectors in the Middle East, including diplomatic, maritime, financial, and telecom entities. The campaign employs icon spoofing and malicious Word documents to deliver a Rust-based implant dubbed 'RustyWater'. This new tool represents a significant upgrade from their traditional PowerShell and VBS loaders, offering capabilities such as asynchronous C2, anti-analysis features, registry persistence, and modular post-compromise expansion. The attack chain involves a malicious email with an attached document that triggers a multi-stage process, ultimately leading to the deployment of the RustyWater implant. This evolution in MuddyWater's toolkit demonstrates their adaptation to more sophisticated, structured, and stealthy attack methods.","spearphishing, icon spoofing, archer rat, rustywater, implant, rust",2026-01-08T18:12:01.321000,https://www.cloudsek.com/blog/reborn-in-rust-muddywater-evolves-tooling-with-rustywater-implant,AlienVault OTX,Unknown,0.601026374127937,0.5220527482558741,0.6,1.0,0,"implant, phishing, spearphishing, c2",4,4,0.601026374127937,0.7102774069244384,True
68bb1b128ef4f3460cf220d4,Operation BarrelFire: Targeting Kazakhstan Oil & Gas,"A threat group dubbed NoisyBear has been targeting Kazakhstan's oil and gas sector since April 2025. The campaign focuses on KazMunaiGas employees, using spear-phishing emails with malicious attachments. The infection chain involves a ZIP file containing a malicious LNK file and decoy document, which downloads a batch script, leading to PowerShell loaders (DOWNSHELL) and ultimately a malicious DLL implant. The threat actor uses various techniques including AMSI bypass, process injection, and reflective DLL loading. Infrastructure analysis reveals the use of sanctioned hosting providers and open-source post-exploitation tools. The group is believed to be of Russian origin based on language artifacts and targeting patterns.","central asia, dll injection, russian threat actor, downshell, amsi bypass, oil and gas, spear-phishing, kazakhstan, powershell",2025-09-05T17:17:06.907000,https://www.seqrite.com/blog/operation-barrelfire-noisybear-kazakhstan-oil-gas-sector,AlienVault OTX,Unknown,0.600754885686672,0.5215097713733441,0.6,1.0,7,"rce, implant, phishing, process injection",4,4,0.600754885686672,0.7100982245532036,True
688cb39bdc1c258f2b66a6e8,Indian Infrastructure Targeted with Desktop Lures and Poseidon Backdoor,"APT36, a Pakistan-linked threat group, has expanded its operations to target Indian government and civilian infrastructure, including railways, oil & gas, and the Ministry of External Affairs. The group employs sophisticated phishing techniques and novel payload strategies, using .desktop files disguised as PDF documents to execute malicious scripts. Two attack variants were identified, utilizing single and redundant command and control server setups. The Poseidon backdoor, built on the Mythic framework, is deployed for persistent access and lateral movement. Over 100 phishing domains impersonating Indian government organizations were discovered, primarily hosted by AlexHost. The campaign, active since early July 2025, poses a significant threat to Indian public sector and critical infrastructure.","poseidon backdoor, government impersonation, mythic framework, infrastructure, desktop lures, phishing, poseidon, india",2025-08-01T12:31:23.117000,https://hunt.io/blog/apt36-india-infrastructure-attacks,AlienVault OTX,Unknown,0.6001721550188307,0.5203443100376615,0.6,1.0,0,"lateral movement, backdoor, phishing, command and control",4,4,0.6001721550188307,0.7097136223124283,True
